"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","DistributionChannel","UserLanguage","competence_1","competence_2","competence_3","competence_4","competence_DO_1","competence_DO_2","competence_DO_3","competence_DO_4","intelligence_1","intelligence_2","intelligence_3","intelligence_4","intelligence_DO_1","intelligence_DO_2","intelligence_DO_3","intelligence_DO_4","fid_manip_1","fid_manip_2","fid_manip_3","fid_manip_4","fid_manip_5","fid_manip_DO_1","fid_manip_DO_2","fid_manip_DO_3","fid_manip_DO_4","fid_manip_DO_5","fie_manip_1","fie_manip_2","fie_manip_3","fie_manip_4","fie_manip_5","fie_manip_DO_1","fie_manip_DO_2","fie_manip_DO_3","fie_manip_DO_4","fie_manip_DO_5","failure_1","failure_2","failure_3","failure_4","failure_5","failure_6","failure_DO_1","failure_DO_2","failure_DO_3","failure_DO_4","failure_DO_5","failure_DO_6","dem_childage","dem_childage_other","dem_education","dem_raceethnicity_1","dem_raceethnicity_2","dem_raceethnicity_3","dem_raceethnicity_4","dem_raceethnicity_5","dem_raceethnicity_6","dem_raceethnicity_7","dem_raceethnicity_8","dem_raceethnicity_7_TEXT","dem_gender_1","dem_gender_2","dem_gender_3","dem_gender_4","dem_gender_5","dem_gender_6","dem_gender_7","dem_gender_8","dem_gender_7_TEXT","debrief_q1","debrief_q2","debrief_q3","prolific_id","FL_8_DO_BiasedManipulation-FailureisDebilitating","FL_8_DO_BiasedManipulation-FailureisEnhancing"
"79",2021-11-20 02:06:13,2021-11-20 02:28:26,"IP Address",100,1333,TRUE,2021-11-20 02:28:26,"anonymous","EN",6,5,6,6,3,2,4,1,3,6,4,5,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,5,1,4,2,6,5,6,3,6,1,1,6,2,5,4,3,6,"2","College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Was about how I can help my child to experience failure in life.","No","NA",79,NA,1
"80",2021-11-20 02:22:05,2021-11-20 02:45:20,"IP Address",100,1395,TRUE,2021-11-20 02:45:21,"anonymous","EN",4,5,5,5,3,1,4,2,3,4,3,4,4,1,3,2,2,3,3,2,2,2,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,3,3,6,5,4,3,2,1,11,"8","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"About how people react to failure","Yes","Yes",80,1,NA
"81",2021-11-20 04:45:56,2021-11-20 04:52:20,"IP Address",100,383,TRUE,2021-11-20 04:52:21,"anonymous","EN",1,1,1,1,3,2,1,4,2,3,5,5,3,2,1,4,4,4,3,4,4,5,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,3,1,3,5,6,2,4,4,"10","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Parental responses to educational situations","No","NA",81,1,NA
"82",2021-11-20 04:24:20,2021-11-20 04:28:05,"IP Address",100,225,TRUE,2021-11-20 04:28:06,"anonymous","EN",6,5,5,4,1,3,2,4,2,2,5,5,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,1,2,5,4,6,6,6,1,1,1,6,1,5,2,4,3,10,"17","College degree",NA,NA,"Asian",NA,NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Growth mindset","Yes","Yes",82,NA,1
"83",2021-11-20 04:07:16,2021-11-20 04:10:45,"IP Address",100,209,TRUE,2021-11-20 04:10:45,"anonymous","EN",6,2,3,4,3,2,1,4,3,3,5,4,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,3,2,1,4,3,3,3,3,2,4,3,1,5,6,4,2,10,"4","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"options on failure","Yes","Yes",83,NA,1
"84",2021-11-20 04:19:17,2021-11-20 04:23:31,"IP Address",100,253,TRUE,2021-11-20 04:23:31,"anonymous","EN",3,6,4,5,4,1,2,3,2,2,5,5,3,1,4,2,5,4,5,5,4,2,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,3,5,6,1,12,NA,"No degrees",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"the effects of failure on kids","No","NA",84,1,NA
"85",2021-11-20 03:34:22,2021-11-20 03:40:09,"IP Address",100,346,TRUE,2021-11-20 03:40:09,"anonymous","EN",2,3,1,2,3,4,1,2,5,5,2,2,2,1,4,3,5,6,4,5,6,1,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,5,1,2,6,3,4,5,5,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Intelligence levels and whether or not they can be changed. Whether or not failure is ultimately helpful or hurtful. How parents perceive their child's failures.","No","NA",85,1,NA
"86",2021-11-20 04:21:13,2021-11-20 04:28:35,"IP Address",100,442,TRUE,2021-11-20 04:28:36,"anonymous","EN",4,5,6,6,4,2,1,3,5,5,2,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,3,2,4,5,1,4,6,4,2,2,3,1,2,6,4,3,5,19,"21, 24","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"The impact a person's own feelings about failure have on their reactions to their children's failures","No","NA",86,NA,1
"87",2021-11-20 02:27:43,2021-11-20 02:44:21,"IP Address",100,998,TRUE,2021-11-20 02:44:21,"anonymous","EN",4,4,3,5,4,1,3,2,4,5,3,3,4,1,3,2,6,6,2,4,6,3,2,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,4,5,5,3,6,4,2,1,10,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"N/A","No","NA",87,1,NA
"88",2021-11-20 03:32:20,2021-11-20 03:36:47,"IP Address",100,266,TRUE,2021-11-20 03:36:48,"anonymous","EN",5,4,3,5,2,4,1,3,3,2,4,5,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,4,2,5,1,3,4,5,5,2,2,2,6,2,4,5,1,3,6,"n/a","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Harnessing the power of failure","No","NA",88,NA,1
"89",2021-11-20 04:20:43,2021-11-20 04:24:37,"IP Address",100,234,TRUE,2021-11-20 04:24:38,"anonymous","EN",2,1,1,3,4,2,3,1,3,4,4,4,4,1,2,3,4,5,3,4,3,1,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,1,3,4,2,5,6,4,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Failure","No","NA",89,1,NA
"90",2021-11-20 04:21:35,2021-11-20 04:27:33,"IP Address",100,357,TRUE,2021-11-20 04:27:33,"anonymous","EN",5,5,5,5,1,3,2,4,1,1,6,6,1,2,3,4,5,5,4,3,2,3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,1,2,6,3,1,5,4,8,"12, 16","College degree",NA,NA,NA,NA,"Native Hawaiian or Other Pacific Islander",NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"To see how parents react when their child feels like a failure","Yes","Yes",90,1,NA
"91",2021-11-20 04:23:41,2021-11-20 04:32:31,"IP Address",100,529,TRUE,2021-11-20 04:32:31,"anonymous","EN",4,4,4,3,1,4,3,2,5,1,6,6,4,2,1,3,4,4,4,3,2,5,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,2,6,4,5,2,1,3,6,"2","College degree",NA,NA,NA,"Black or African American",NA,"White","Fill-In Option:",NA,"Yemeni","Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"I think this experience was pretty cool last to think about I was a person who struggled in school want to make sure that my children are advocated for and receive the resources that they need to thrive in school","Not sure","NA",91,1,NA
"92",2021-11-20 02:11:53,2021-11-20 02:27:42,"IP Address",100,948,TRUE,2021-11-20 02:27:43,"anonymous","EN",5,3,3,4,1,4,2,3,2,3,5,5,1,4,2,3,5,5,5,4,5,4,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,4,6,2,4,1,3,5,6,"4","College degree",NA,NA,NA,NA,NA,NA,NA,"Prefer not to answer",NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Effects of failure on performance","Not sure","NA",92,1,NA
"93",2021-11-20 04:17:42,2021-11-20 04:28:22,"IP Address",100,640,TRUE,2021-11-20 04:28:23,"anonymous","EN",6,6,6,6,3,4,2,1,2,2,5,5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,4,1,5,3,5,5,5,3,2,2,4,5,6,2,1,3,17,"17","Post-graduate degree",NA,NA,"Asian",NA,NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"parents' attitude on his/her children's failure at school","Not sure","NA",93,NA,1
"94",2021-11-20 02:27:11,2021-11-20 02:38:53,"IP Address",100,702,TRUE,2021-11-20 02:38:53,"anonymous","EN",1,1,1,1,1,4,3,2,5,5,2,2,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,2,3,4,1,5,6,5,5,1,6,1,6,3,4,2,5,1,35,"1,5","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"How we view failure and how we react to it.","Not sure","NA",94,NA,1
"95",2021-11-20 04:20:00,2021-11-20 04:36:14,"IP Address",100,974,TRUE,2021-11-20 04:36:15,"anonymous","EN",6,6,5,6,1,4,3,2,5,4,5,6,4,1,2,3,5,4,5,5,6,1,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2,2,6,1,6,3,2,4,5,8,"12","Post-graduate degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"It is an educational and experiential study. Thank you..","Yes","Yes",95,1,NA
"96",2021-11-20 02:06:27,2021-11-20 02:15:21,"IP Address",100,534,TRUE,2021-11-20 02:15:21,"anonymous","EN",6,5,5,5,4,3,1,2,2,4,4,4,3,4,2,1,6,6,3,6,6,1,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,3,2,4,1,2,6,3,4,5,8,"2","College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"It made me think a lot about lot about my personal and kids experiences towards learning and failure","No","NA",96,1,NA
"97",2021-11-20 02:12:38,2021-11-20 02:23:24,"IP Address",100,645,TRUE,2021-11-20 02:23:24,"anonymous","EN",5,6,4,6,4,3,1,2,1,1,1,6,2,1,3,4,3,3,3,1,4,4,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,5,6,4,2,3,5,1,4,6,8,NA,"College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"math and science , and children's performance in class","No","NA",97,1,NA
"98",2021-11-20 03:34:38,2021-11-20 03:54:43,"IP Address",100,1205,TRUE,2021-11-20 03:54:43,"anonymous","EN",5,4,4,6,3,4,1,2,2,2,5,5,3,1,4,2,6,5,6,6,4,3,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,4,3,6,1,2,5,"10","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"To see what I'd assume about failure initially and then see if my perception changed after being presented with a scenario about failure as a child.","Yes","Yes",98,1,NA
"99",2021-11-20 02:16:58,2021-11-20 02:25:30,"IP Address",100,511,TRUE,2021-11-20 02:25:30,"anonymous","EN",4,3,3,5,1,3,4,2,2,3,4,5,1,4,3,2,3,3,2,3,1,2,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,5,1,3,6,4,2,5,1,17,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"about how failure affects our growth and how to cope with our kids failing","Not sure","NA",99,1,NA
"100",2021-11-20 02:21:29,2021-11-20 02:26:03,"IP Address",100,273,TRUE,2021-11-20 02:26:03,"anonymous","EN",4,4,4,2,2,1,3,4,5,4,5,4,1,2,3,4,4,5,4,5,5,2,1,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,1,2,3,5,6,4,8,"6","Post-graduate degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"
I thought it was about experiences in raising children, but it was something more focused on experiences from school","No","NA",100,1,NA
"101",2021-11-20 02:16:09,2021-11-20 02:23:55,"IP Address",100,466,TRUE,2021-11-20 02:23:55,"anonymous","EN",6,6,3,4,1,2,3,4,2,3,5,6,3,4,1,2,4,2,5,5,4,3,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,3,2,5,4,6,1,8,"I don´t have more childrens","Post-graduate degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"It was about how the parents react to our children's education and failures.","Yes","Yes",101,1,NA
"102",2021-11-20 02:17:43,2021-11-20 02:30:11,"IP Address",100,748,TRUE,2021-11-20 02:30:11,"anonymous","EN",5,4,3,4,3,2,1,4,2,2,4,5,2,3,1,4,3,4,5,4,3,1,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,2,3,5,1,4,6,2,3,7,NA,"College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"About reactions that parents have when their children make mistakes and we see their reaction","No","NA",102,1,NA
"103",2021-11-20 03:52:51,2021-11-20 04:03:49,"IP Address",100,658,TRUE,2021-11-20 04:03:49,"anonymous","EN",1,6,6,5,4,1,2,3,3,3,4,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,1,3,4,5,2,6,5,5,1,1,1,1,6,3,5,4,2,15,"1, 2, 12, 19","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Patenting techniques","No","NA",103,NA,1
"104",2021-11-20 02:08:31,2021-11-20 02:43:00,"IP Address",100,2069,TRUE,2021-11-20 02:43:00,"anonymous","EN",4,3,5,5,1,4,3,2,1,3,6,6,3,2,1,4,6,6,6,5,4,3,4,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,3,6,5,3,1,2,4,6,6,"3","A high school degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"checking people's perception and reaction about failure","Yes","Yes",104,1,NA
"105",2021-11-20 04:09:29,2021-11-20 04:14:25,"IP Address",100,296,TRUE,2021-11-20 04:14:26,"anonymous","EN",6,6,4,4,2,3,4,1,3,3,4,3,4,2,1,3,4,5,3,5,5,5,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,5,3,6,4,5,2,1,16,"21 20","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Reaction to failure","No","NA",105,1,NA
"106",2021-11-20 04:16:00,2021-11-20 04:27:36,"IP Address",100,696,TRUE,2021-11-20 04:27:36,"anonymous","EN",6,5,4,6,2,4,1,3,2,2,5,5,3,1,2,4,1,3,2,2,3,2,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,2,2,1,6,2,5,4,3,21,"29,28,26","A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"To see if failure  would inhibit learning","No","NA",106,1,NA
"107",2021-11-20 02:11:46,2021-11-20 02:19:03,"IP Address",100,436,TRUE,2021-11-20 02:19:04,"anonymous","EN",4,5,6,6,3,4,2,1,2,2,6,4,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,2,3,4,1,5,6,6,6,1,1,1,1,3,6,4,5,2,17,"21, 19","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"To stop focussing on the negative view of failure and flip it to be a learning experience.","Yes","Yes",107,NA,1
"108",2021-11-20 02:15:25,2021-11-20 02:21:17,"IP Address",100,352,TRUE,2021-11-20 02:21:17,"anonymous","EN",2,1,2,2,2,3,4,1,2,1,4,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,2,5,4,1,6,6,4,1,2,1,2,3,4,1,6,5,2,NA,"College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"It was nice","No","NA",108,NA,1
"109",2021-11-20 03:44:44,2021-11-20 03:49:43,"IP Address",100,298,TRUE,2021-11-20 03:49:43,"anonymous","EN",6,5,5,5,2,1,3,4,2,3,5,5,1,4,2,3,4,4,4,3,2,2,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,6,1,3,4,5,2,18,"21","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"guilt, shame and responsibility","Yes","Yes",109,1,NA
"110",2021-11-20 02:19:22,2021-11-20 02:27:43,"IP Address",100,500,TRUE,2021-11-20 02:27:43,"anonymous","EN",2,2,1,1,2,4,3,1,4,4,4,3,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,1,2,3,4,5,3,5,4,4,3,3,2,4,3,1,6,5,4,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Trying to understand what do parents feel when their children fails and maybe they can learn from failure as we did when we were young","No","NA",110,NA,1
"111",2021-11-20 03:34:29,2021-11-20 03:50:46,"IP Address",100,977,TRUE,2021-11-20 03:50:46,"anonymous","EN",5,5,4,5,3,1,2,4,3,3,5,4,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,2,5,4,1,3,4,5,4,4,3,4,4,6,3,2,5,1,17,NA,"Post-graduate degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Opinions on failure","No","NA",111,NA,1
"112",2021-11-20 02:14:59,2021-11-20 02:23:54,"IP Address",100,535,TRUE,2021-11-20 02:23:55,"anonymous","EN",4,4,4,5,2,3,4,1,2,3,4,5,4,3,1,2,3,3,2,3,4,3,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,3,6,2,5,3,1,4,7,"6,1","Post-graduate degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"pretty cool.","Yes","Yes",112,1,NA
"113",2021-11-20 04:27:45,2021-11-20 04:36:13,"IP Address",100,508,TRUE,2021-11-20 04:36:13,"anonymous","EN",5,5,5,6,2,4,3,1,2,2,5,5,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,4,1,5,2,3,5,4,5,1,2,1,1,5,3,6,2,4,18,NA,"College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"It was about learning how different individuals view the role played by failure in one's life","Yes","Yes",113,NA,1
"114",2021-11-20 02:19:13,2021-11-20 02:26:27,"IP Address",100,434,TRUE,2021-11-20 02:26:27,"anonymous","EN",6,1,3,3,3,1,4,2,2,3,3,3,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5,2,3,5,4,1,4,5,5,3,1,2,6,3,4,5,1,2,3,NA,"College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"How we perceive failure in ourselves.","Not sure","NA",114,NA,1
"115",2021-11-20 02:07:53,2021-11-20 02:23:45,"IP Address",100,952,TRUE,2021-11-20 02:23:45,"anonymous","EN",5,5,4,6,1,4,3,2,1,3,6,5,2,4,3,1,6,6,4,5,4,4,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,1,6,4,1,2,5,3,6,7,NA,"College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"I think it was to learn and understand how people react to fail and how they go about it.","Yes","Yes",115,1,NA
"116",2021-11-20 03:34:53,2021-11-20 03:42:26,"IP Address",100,453,TRUE,2021-11-20 03:42:27,"anonymous","EN",5,6,5,5,1,2,3,4,3,3,4,4,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,1,3,2,4,4,4,4,3,3,3,1,5,6,2,4,3,13,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,NA,NA,NA,"Genderqueer, gender fluid, or non-binary",NA,NA,NA,NA,"how people see and deal with failure, and how they handle their children's failures in comparison with their own beliefs","Not sure","NA",116,NA,1
"117",2021-11-20 02:15:27,2021-11-20 02:40:53,"IP Address",100,1525,TRUE,2021-11-20 02:40:53,"anonymous","EN",5,5,5,4,1,2,3,4,4,5,4,3,4,3,1,2,4,4,2,4,4,2,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,2,4,6,1,2,5,3,4,"2","A high school degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Behavior on your child's failure","Yes","Yes",117,1,NA
"118",2021-11-20 03:57:04,2021-11-20 04:01:34,"IP Address",100,270,TRUE,2021-11-20 04:01:35,"anonymous","EN",2,2,1,2,3,1,4,2,2,3,4,5,2,4,1,3,4,4,4,4,4,5,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,4,2,3,6,5,4,1,2,"na","A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"learning how people perceive failure","Yes","Yes",118,1,NA
"119",2021-11-20 02:19:04,2021-11-20 02:44:32,"IP Address",100,1528,TRUE,2021-11-20 02:44:33,"anonymous","EN",4,4,5,6,2,4,1,3,3,5,6,5,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,5,2,5,3,4,1,4,5,5,3,2,2,3,2,6,1,5,4,10,NA,"A high school degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"this experiment is about checking parents response towards their school results","Yes","Yes",119,NA,1
